id,username,text,datetime,img_src,likes,entities
BHeyU4jgBWA,ldndesignfair,Passionate about craft skills and industry@gianninacapitanistudio only uses the finest quality materials sourced from UK based companies.#knit#knittedtextiles#design#LDF16#LDNdesignfair,2016-07-05T13:12:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c154.0.772.772/13534183_524941181023195_1305072583_n.jpg?ig_cache_key=MTI4NzY4Nzg4MDkxNDc2OTI4MA%3D%3D.2.c,99,@gianninacapitani #knit #knittedtextiles #design #ldf16 #ldndesignfair
BHfD4qIDyke,l_d_f_official,To celebrate the expansion of Rupert Bevan’s artisan glass and mirror studio  this year's exhibition during the Festival will unveil new decorative and artisan glass finishes  exploring the endless ways through which glass and mirrors can be used to create striking interiors.@rupertbevan_bespoke#Glass#Mirror#Interiors#London#Design#Festival#LDF16,2016-07-05T15:46:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573526_502125359981443_325119151_n.jpg?ig_cache_key=MTI4Nzc2NTEwNjExMzg0OTYzMA%3D%3D.2,171,@rupertbevan_bespoke #glass #mirror #interiors #london #design #festival #ldf16
BGuG5zFk6ql,thedesignjunction,Registration for this year's#designjunctionis now open!#djKXtakes place 22-25 September at an exciting new long-term home King's Cross. Pictured is Cubitt Square which will host Cubitt House - The trade destination and home to#lightjunction. To register hit the link in our bio  we look forward to welcoming you to#djKX#LDF16.#furniture#lighting#accessories#interiordesign#architecture#retail,2016-06-16T15:30:00.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13413293_469028009888378_2074958678_n.jpg?ig_cache_key=MTI3Mzk4NjEwNDczNjA2NjIxMw%3D%3D.2,228,#designjunction #djkx #lightjunction #djkx #ldf16 #furniture #lighting #accessories #interiordesign #architecture #retail
BGrSL5tuKhd,levinchintrendscout,#Repost@ldndesignfairwith@repostapp・・・Stool @JONGHLABELis an Amsterdam based design label that integrates contemporary design with practical production methods. These nostalgic methods provide a basis for new modern design. This results in — industrial handicraft — an exceptional combination of craftsmanship and modern production capabilities.#dutchdesign#amsterdam#contemporarydesign#furnituredesign&nbsp;#craft#LDNdesignfair#LDF16,2016-06-15T13:10:52.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c179.0.721.721/13388496_200365447030347_84306568_n.jpg?ig_cache_key=MTI3MzE5MTMwMjM4NDEwMTQ2OQ%3D%3D.2.c,21,#repost @ldndesignfair @repostapp @jonghlabel #dutchdesign #amsterdam #contemporarydesign #furnituredesign #craft #ldndesignfair #ldf16
BGrFQXTORjB,innermostdesign,Thank you@l_d_f_officialfor the mention! Can't wait for London Design Festival this September - it's going to be the best one ever!#innermostdesignat#ldf16#tenevents#innermostbar#silentauction#productlaunch#cpd#privateview#ledinstallation#ginnermost#contemporary#lightingdesign#interiordesign#inspiration#bestever#londondesignfestival#lighting#furniture#interiors#lifestyle#designdaily#contemporarylighting#interior#london#design#architecture#love#lights#lovelamp#lightinglondon,2016-06-15T11:17:53.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c100.0.858.858/13398624_568984383284866_1669940162_n.jpg?ig_cache_key=MTI3MzEzNDQzNDQyNTA1MTMyOQ%3D%3D.2.c,46,@l_d_f_official #innermostdesign #ldf16 #tenevents #innermostbar #silentauction #productlaunch #cpd #privateview #ledinstallation #ginnermost #contemporary #lightingdesign #interiordesign #inspiration #bestever #londondesignfestival #lighting #furniture #interiors #lifestyle #designdaily #contemporarylighting #interior #london #design #architecture #love #lights #lovelamp #lightinglondon
BGqTrryS0O7,ldndesignfair,LA CALETA@studiodavidpompa. The trendy handcraft is responsible for a game of lights and shadows. La  Caleta creates an interesting light flare through the hand woven structure.#tentlondon16#LDF16#design#craft,2016-06-15T04:04:42.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402530_1615898515367462_1567215384_n.jpg?ig_cache_key=MTI3MjkxNjQwOTUyMTQ4ODgyNw%3D%3D.2,136,@studiodavidpompa #tentlondon16 #ldf16 #design #craft
BGp78NAijrH,pinch_london,Looking forward to collaborating with this gent and his beautiful fabrics for#ldf16this September  pleasure to meet you@martynthompsonstudio@martyn_thompson,2016-06-15T00:37:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13422999_660177640796824_1474148432_n.jpg?ig_cache_key=MTI3MjgxMTk5MTU4OTMzNzc5OQ%3D%3D.2,26,#ldf16 @martynthompsonstudio @martyn_thompson
BGppsv5m7aG,reikokanekoltd,I'm holding onto Supernova. Until#londondesignweek#LDF16#studio#workinprogress#ceramics#glaze#stoke#greenandbrown#emerald,2016-06-14T21:57:51.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13402473_486615324863278_618943580_n.jpg?ig_cache_key=MTI3MjczMTc2NDcwNTE3OTI3MA%3D%3D.2.c,130,#londondesignweek #ldf16 #studio #workinprogress #ceramics #glaze #stoke #greenandbrown #emerald
BGpXnIAuRtq,innermostdesign,Want a more exciting down light for your kitchen?  Innermost has the answer.#innermostdesign#latitude#suspended#spotlightsby@flynntalbot#lightingdesign#interiordesignby@morphinterior#kitchendesign#homedesign#lighting#inspiration#furniture#interiors#lifestyle#designdaily#red#wireframe#accent#contemporarylighting#interior#london#design#architecture#love#lights#lovelamp#lookup#ldf16#londondesignfestival,2016-06-14T19:19:47.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.96.1080.1080/13397615_1548822645424295_169958925_n.jpg?ig_cache_key=MTI3MjY1MjIxMzQ0MDI4OTY0Mg%3D%3D.2.c,61,#innermostdesign #latitude #suspended #spotlights @flynntalbot #lightingdesign #interiordesign @morphinterior #kitchendesign #homedesign #lighting #inspiration #furniture #interiors #lifestyle #designdaily #red #wireframe #accent #contemporarylighting #interior #london #design #architecture #love #lights #lovelamp #lookup #ldf16 #londondesignfestival
BGpSyH5Tf0N,amelia_graham_print,️Lovely to be featured in today's Metro UK newspaper in@2lovelygaysHouse Doctor column. Thanks guys! Alongside@l_d_f_official @kudulife @snedkerstudio @busterandpunch,2016-06-14T18:37:36.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13398906_290304041318584_611351452_n.jpg?ig_cache_key=MTI3MjYzMDk3ODk5NzUxNzU4MQ%3D%3D.2,63,@2lovelygays @l_d_f_official @kudulife @snedkerstudio @busterandpunch
BHe2_l8DxnC,l_d_f_official,Carpenters Workshop Gallery presents ‘Spring ’ an exhibition by French artist Mathieu Lehanneur  with the work ‘Les Cordes’ as its centrepiece. Lehanneur will also be presenting his work 'Liquid Marble' at the V&amp;A as part of the Festival.@carpentersworkshopgallery@mathieulehanneur#Design#Lighting#Sculpture#Chandelier#London#LDF16,2016-07-05T13:53:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13549642_272067623150039_352462444_n.jpg?ig_cache_key=MTI4NzcwODQwODA0OTI0NDYxMA%3D%3D.2,393,@carpentersworkshopgallery @mathieulehanneur #design #lighting #sculpture #chandelier #london #ldf16
BHeyU4jgBWA,ldndesignfair,Passionate about craft skills and industry@gianninacapitanistudio only uses the finest quality materials sourced from UK based companies.#knit#knittedtextiles#design#LDF16#LDNdesignfair,2016-07-05T13:12:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c154.0.772.772/13534183_524941181023195_1305072583_n.jpg?ig_cache_key=MTI4NzY4Nzg4MDkxNDc2OTI4MA%3D%3D.2.c,99,@gianninacapitani #knit #knittedtextiles #design #ldf16 #ldndesignfair
BHfD4qIDyke,l_d_f_official,To celebrate the expansion of Rupert Bevan’s artisan glass and mirror studio  this year's exhibition during the Festival will unveil new decorative and artisan glass finishes  exploring the endless ways through which glass and mirrors can be used to create striking interiors.@rupertbevan_bespoke#Glass#Mirror#Interiors#London#Design#Festival#LDF16,2016-07-05T15:46:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573526_502125359981443_325119151_n.jpg?ig_cache_key=MTI4Nzc2NTEwNjExMzg0OTYzMA%3D%3D.2,172,@rupertbevan_bespoke #glass #mirror #interiors #london #design #festival #ldf16
BGkOrb1lO_b,digventures,Meet Kate. She's going to be filming a documentary of our time at Lindisfarne as part of her PhD research. Her work is just one of the ways we'll be bringing the archaeology to you. Stay tuned!!#archaeology#history#Lindisfarne#LDF16#fieldwork#film#documentary#anglosaxon,2016-06-12T19:25:32.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13385620_532956066865146_1115189362_n.jpg?ig_cache_key=MTI3MTIwNTU1MjMwMzk2MDAyNw%3D%3D.2,45,#archaeology #history #lindisfarne #ldf16 #fieldwork #film #documentary #anglosaxon
BGj3eKnAT4X,guilbertibrito,#O&amp;MFC@juliomoquete4&amp; El chamolo#ldf16,2016-06-12T16:02:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.71.1080.1080/13392852_1569616413332571_1580498737_n.jpg?ig_cache_key=MTI3MTEwMzQ4NTM4MjgzNTczNQ%3D%3D.2.c,35,#o @juliomoquete4 #ldf16
BGj3PnwS0ML,ldndesignfair,@karl_andersson_sonerhandmade in Huskvarna since 1898.#karlanderssonsonerwww.karl-andersson.se,2016-06-12T16:00:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13320043_1607672099561401_659160283_n.jpg?ig_cache_key=MTI3MTEwMjQ4NTg4NTA0MzQ2Nw%3D%3D.2,143,@karl_andersson_soner #karlanderssonsoner
BGjrbqyv4Yq,schoolofrockcs,Congrats to our student and House Band member Devin on being selected as a 2016 Little Dreamer for The Little Dreams Foundation!#littledreamer#ldf16#ldfmiami#dreamerpass#schoolofrock#learntoplaytheschoolofrockway#vocalist#drummer#southflorida#parkland#coralsprings#fortlauderdale#browardcounty#sorproud,2016-06-12T14:17:33.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13381132_1758265721085030_1993514916_n.jpg?ig_cache_key=MTI3MTA1MDUzNzIyMzAzMDMxNA%3D%3D.2,50,#littledreamer #ldf16 #ldfmiami #dreamerpass #schoolofrock #learntoplaytheschoolofrockway #vocalist #drummer #southflorida #parkland #coralsprings #fortlauderdale #browardcounty #sorproud
BGjSnusB4tm,eva_bespoke,Finished result -Embroidered cotton canvas ready for upholstering. .....#madeintheuk#craftmanship#studiospace#boutiquehotel#hoteldesign#surfacedesign#embroidery#printdesigner#homedecor#interiorinspiration#interiordesign#acolourstory#panatone#upholsteryfabric#dspattern#jungalowstyle,2016-06-12T10:40:44.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/13381228_904446066351888_42344372_n.jpg?ig_cache_key=MTI3MDk0MTQxNDg3NjIyMDI2Mg%3D%3D.2,0,#madeintheuk #craftmanship #studiospace #boutiquehotel #hoteldesign #surfacedesign #embroidery #printdesigner #homedecor #interiorinspiration #interiordesign #acolourstory #panatone #upholsteryfabric #dspattern #jungalowstyle
BGjGEzoIIhx,shoreditchdt,Come rain or shine there's always Columbia Road's flower market#columbiaroad#flowers#colour#petals#SDT16#LDF16,2016-06-12T08:51:07.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13385880_1224041897605835_1385583032_n.jpg?ig_cache_key=MTI3MDg4NjIzODQzOTYzOTE1Mw%3D%3D.2,58,#columbiaroad #flowers #colour #petals #sdt16 #ldf16
BGjAe-uuRgG,innermostdesign,Need to brighten up a dark corner?  Innermost can help.#innermostdesign#lighthouse#trumpet#tablelight#contemporary#lightingdesign#interiordesign#inspiration#homedesign#lighting#furniture#interiors#lifestyle#designdaily#lightinglondon#illuminatingspaces#contemporarylighting#darkcorner#interior#london#design#architecture#love#lights#lovelamp#archidaily#ldf16#londondesignfestival#innermostbar#silentauction,2016-06-12T08:02:15.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402150_1733027966978309_1938463849_n.jpg?ig_cache_key=MTI3MDg2MTY0ODc4ODc4OTI1NA%3D%3D.2,58,#innermostdesign #lighthouse #trumpet #tablelight #contemporary #lightingdesign #interiordesign #inspiration #homedesign #lighting #furniture #interiors #lifestyle #designdaily #lightinglondon #illuminatingspaces #contemporarylighting #darkcorner #interior #london #design #architecture #love #lights #lovelamp #archidaily #ldf16 #londondesignfestival #innermostbar #silentauction
BGh5Mslzfz6,amelia_graham_print,Amelia Graham upholstery weight cotton in Inigo and Etienne prints 💙,2016-06-11T21:39:21.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13329065_1608787502767678_1979820747_n.jpg?ig_cache_key=MTI3MDU0ODEzMTA1ODk0MTE3OA%3D%3D.2,198,
BGhj-DxNS5m,northlimited,Berg tables by@faerid. They can be used both indoors and out! 👌🏻😊#faerid#northlimited,2016-06-11T18:33:51.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.30.1080.1080/13355556_898225783640086_422893686_n.jpg?ig_cache_key=MTI3MDQ1NDc2NjE3NzQzMTE0Mg%3D%3D.2.c,29,@faerid #faerid #northlimited
BGg2cd3oIpu,shoreditchdt,Saturday agenda: it all starts with brunch at@albion_london#weekendbreakfast#SDT16#shoreditchdesigntriangle#LDF16,2016-06-11T11:56:03.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13385715_1125957967475560_424162895_n.jpg?ig_cache_key=MTI3MDI1NDU0NTY0NzIwOTA3MA%3D%3D.2,58,@albion_london #weekendbreakfast #sdt16 #shoreditchdesigntriangle #ldf16
BGecoUdtS9P,northlimited,Hylur is a line of home/office furniture by@gudrunva. The natural pattern in the walnut veneer makes each piece unique. 🌿#gudrunvald#northlimited,2016-06-10T13:32:00.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.100.800.800/13423668_781009462027962_1603319492_n.jpg?ig_cache_key=MTI2OTU3ODA2MTAxOTY4ODc4Mw%3D%3D.2.c,26,@gudrunva #gudrunvald #northlimited
BGeLp5Pw869,l_d_f_official,Across design disciplines  every big idea and impressive outcome is made up of its finer details. The theme for this year's Festival  Design is in the Detail  explores this concept with an identity created by Pentagram.@pentagramdesign#LDF16#Typography#Graphics#VisualIdentity,2016-06-10T11:03:40.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13394910_491284674398498_449643289_n.jpg?ig_cache_key=MTI2OTUwMzQwMjQ0MzAwMTUzMw%3D%3D.2,266,@pentagramdesign #ldf16 #typography #graphics #visualidentity
BHe2_l8DxnC,l_d_f_official,Carpenters Workshop Gallery presents ‘Spring ’ an exhibition by French artist Mathieu Lehanneur  with the work ‘Les Cordes’ as its centrepiece. Lehanneur will also be presenting his work 'Liquid Marble' at the V&amp;A as part of the Festival.@carpentersworkshopgallery@mathieulehanneur#Design#Lighting#Sculpture#Chandelier#London#LDF16,2016-07-05T13:53:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13549642_272067623150039_352462444_n.jpg?ig_cache_key=MTI4NzcwODQwODA0OTI0NDYxMA%3D%3D.2,393,@carpentersworkshopgallery @mathieulehanneur #design #lighting #sculpture #chandelier #london #ldf16
BHeyU4jgBWA,ldndesignfair,Passionate about craft skills and industry@gianninacapitanistudio only uses the finest quality materials sourced from UK based companies.#knit#knittedtextiles#design#LDF16#LDNdesignfair,2016-07-05T13:12:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c154.0.772.772/13534183_524941181023195_1305072583_n.jpg?ig_cache_key=MTI4NzY4Nzg4MDkxNDc2OTI4MA%3D%3D.2.c,99,@gianninacapitani #knit #knittedtextiles #design #ldf16 #ldndesignfair
BHfD4qIDyke,l_d_f_official,To celebrate the expansion of Rupert Bevan’s artisan glass and mirror studio  this year's exhibition during the Festival will unveil new decorative and artisan glass finishes  exploring the endless ways through which glass and mirrors can be used to create striking interiors.@rupertbevan_bespoke#Glass#Mirror#Interiors#London#Design#Festival#LDF16,2016-07-05T15:46:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573526_502125359981443_325119151_n.jpg?ig_cache_key=MTI4Nzc2NTEwNjExMzg0OTYzMA%3D%3D.2,174,@rupertbevan_bespoke #glass #mirror #interiors #london #design #festival #ldf16
BGZPxPLQ88W,l_d_f_official,We are giving away 10 Moleskine notebooks on Twitter to get you ready for London Design Festival 2016.  Visit twitter.com/L_D_F and retweet the competition Tweet to enter.@Moleskine#Twitter#Moleskine#Giveaway#Competition&nbsp;#Win#London#Design#Festival#LDF16,2016-06-08T13:03:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13388687_1127862900603969_1245761519_n.jpg?ig_cache_key=MTI2ODExNDEyNDMyODY1MjU2Ng%3D%3D.2,320,@moleskine #twitter #moleskine #giveaway #competition #win #london #design #festival #ldf16
BGZLIuLP8tD,pikablink_artsandculture,@thedesignjunction:Handcrafted from genuine#natural#stone@roxxlyn_officialwill be showcasing their exquisite cases at#djKX22-25 September. Pictured is the Marble Case Nero Marquina.#marble#phonecase#unique#design#iphonecase#LDF16#london#uk#londonmuseum#londonlife#londonpop#londonart#seelondon#culturetrip#art#exhibition#gallery#artmuseum#artlover,2016-06-08T12:22:56.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13320204_1118820734851432_871515848_n.jpg?ig_cache_key=MTI2ODA5Mzc0NzkyOTc5NTM5NQ%3D%3D.2,27,@thedesignjunction #natural #stone @roxxlyn_official #djkx #marble #phonecase #unique #design #iphonecase #ldf16 #london #uk #londonmuseum #londonlife #londonpop #londonart #seelondon #culturetrip #art #exhibition #gallery #artmuseum #artlover
BGZDx92w8yX,l_d_f_official,100 DAYS until the London Design Festival  17-25 September 2016. Save the date!#LDF16#London#Design#Festival,2016-06-08T11:18:40.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13388611_511534929039234_364074237_n.jpg?ig_cache_key=MTI2ODA2MTM5Nzg5MjQ1MTQ3OQ%3D%3D.2,281,#ldf16 #london #design #festival
BGWdk8Vk6px,thedesignjunction,British#lightingdesigner@copperandsilkwill be presenting their#decorativelighting  custom#lampshadesand#bespokecontract lighting products at#djKX22-25 September. Pictured are the Deco Pendants in satin brass.#contemporarylighting#pendantlight#lightingdesign#interiordesign#LDF16#london#londondesign,2016-06-07T11:06:21.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13320146_143846842693169_825199074_n.jpg?ig_cache_key=MTI2NzMzMDQyNzE4Nzg2NjIyNQ%3D%3D.2,494,#lighting @copperandsilk #decorative #lampshades #bespoke #djkx #contemporarylighting #pendantlight #lightingdesign #interiordesign #ldf16 #london #londondesign
BGURjGBk6u4,thedesignjunction,Handcrafted from genuine#natural#stone@roxxlyn_officialwill be showcasing their exquisite cases at#djKX22-25 September. Pictured is the Marble Case Nero Marquina.#marble#phonecase#unique#design#iphonecase#LDF16,2016-06-06T14:42:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13392753_257628744593702_1734662800_n.jpg?ig_cache_key=MTI2NjcxNDU3MzYzOTIzMjQ0MA%3D%3D.2,308,#natural #stone @roxxlyn_official #djkx #marble #phonecase #unique #design #iphonecase #ldf16
BGRqW6Hy0ON,ldndesignfair,@SuePrykean English tableware designer inspired by the everyday and the ordinary.#LDNdesignfair#LDF16#handmade#studio#crafted#ceramics#production#tableware#ceramics#craft#tableware#suepryke#design,2016-06-05T14:21:50.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13391303_1249785135031845_1986326735_n.jpg?ig_cache_key=MTI2NTk3OTI2MjQ1NzU2MTk5Nw%3D%3D.2,181,@suepryke #ldndesignfair #ldf16 #handmade #studio #crafted #ceramics #production #tableware #ceramics #craft #tableware #suepryke #design
BGRkgcnuREh,designapplause,#Repost@l_d_f_official・・・See unique  handmade textile works by Pietro Seminelli hung on wooden structures  inspired by Japanese kimono stands  at Y’s Yohji Yamamato boutique during the London Design Festival.@pietro_seminelli@yohjiyamamotoofficial#Textiles#Art#London#Design#Festival#LDF16,2016-06-05T13:30:42.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13388732_135848416833163_433432056_n.jpg?ig_cache_key=MTI2NTk1MzUyOTY5NjY4NjM2OQ%3D%3D.2,26,#repost @l_d_f_official @pietro_seminelli @yohjiyamamotoofficial #textiles #art #london #design #festival #ldf16
BGReWAgS0Mw,ldndesignfair,The First member of Lavitta collection by@poiat_officeis a small chair that draws upon the influences of traditional Finnish outdoor furniture.,2016-06-05T12:36:51.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/13402204_829988113797875_1383480365_n.jpg?ig_cache_key=MTI2NTkyNjQyNDAzMzQ0NDY1Ng%3D%3D.2.c,96,@poiat_office
BHe2_l8DxnC,l_d_f_official,Carpenters Workshop Gallery presents ‘Spring ’ an exhibition by French artist Mathieu Lehanneur  with the work ‘Les Cordes’ as its centrepiece. Lehanneur will also be presenting his work 'Liquid Marble' at the V&amp;A as part of the Festival.@carpentersworkshopgallery@mathieulehanneur#Design#Lighting#Sculpture#Chandelier#London#LDF16,2016-07-05T13:53:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13549642_272067623150039_352462444_n.jpg?ig_cache_key=MTI4NzcwODQwODA0OTI0NDYxMA%3D%3D.2,393,@carpentersworkshopgallery @mathieulehanneur #design #lighting #sculpture #chandelier #london #ldf16
BHeyU4jgBWA,ldndesignfair,Passionate about craft skills and industry@gianninacapitanistudio only uses the finest quality materials sourced from UK based companies.#knit#knittedtextiles#design#LDF16#LDNdesignfair,2016-07-05T13:12:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c154.0.772.772/13534183_524941181023195_1305072583_n.jpg?ig_cache_key=MTI4NzY4Nzg4MDkxNDc2OTI4MA%3D%3D.2.c,99,@gianninacapitani #knit #knittedtextiles #design #ldf16 #ldndesignfair
BHfD4qIDyke,l_d_f_official,To celebrate the expansion of Rupert Bevan’s artisan glass and mirror studio  this year's exhibition during the Festival will unveil new decorative and artisan glass finishes  exploring the endless ways through which glass and mirrors can be used to create striking interiors.@rupertbevan_bespoke#Glass#Mirror#Interiors#London#Design#Festival#LDF16,2016-07-05T15:46:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573526_502125359981443_325119151_n.jpg?ig_cache_key=MTI4Nzc2NTEwNjExMzg0OTYzMA%3D%3D.2,176,@rupertbevan_bespoke #glass #mirror #interiors #london #design #festival #ldf16
BGHGDt-w82_,l_d_f_official,Camille Walala talks about her kaleidoscopic design for Visionary Crazy Golf. Make it a reality and play the course during the Festival this September. Just five days left to support the Kickstarter!See the full video on Facebook.com/LondonDesignFestival@camillewalala@kickstarter#VisionaryGolf#Kickstarter#CrazyGolf#London#Design#Festival#Crowdfunding#LDF16,2016-06-01T11:52:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/13285307_515793575283218_1389376315_n.jpg?ig_cache_key=MTI2MzAwNDg2NDMwOTYxMTk2Nw%3D%3D.2,0,@camillewalala @kickstarter #visionarygolf #kickstarter #crazygolf #london #design #festival #crowdfunding #ldf16
BGG3NtkjI4e,holition_london,Surely you want to play Visionary Crazy Golf on@camillewalala's dynamic 3D course for@l_d_f_officialin Trafalger Square?? 🏌⛳️🏌⛳️ Get on@kickstarterand support  only 5 days to go!#LDF16#visionarygolf#colour#pattern#minigolf#crazygolf#london#design#kickstarter#fun#instapic,2016-06-01T09:42:31.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/13267356_1135392106482508_1603381997_n.jpg?ig_cache_key=MTI2MjkzOTU4MDM2Njg4NDM4Mg%3D%3D.2,0,@camillewalala @l_d_f_official @kickstarter #ldf16 #visionarygolf #colour #pattern #minigolf #crazygolf #london #design #kickstarter #fun #instapic
BGGmbDAIIkT,shoreditchdt,#Repostfrom@sheridancoakley-Factory visit to discuss our show with@piet_hein_eek@scpltdduring@l_d_f_official@shoreditchdt#pietheineek#LDF16#SDT16#shoreditchdesigntriangle,2016-06-01T07:15:48.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13266655_1628026490855414_637624388_n.jpg?ig_cache_key=MTI2Mjg2NTcyOTk0MDY1NDM1NQ%3D%3D.2,28,#repost @sheridancoakley @piet_hein_eek @scpltd @l_d_f_official @shoreditchdt #pietheineek #ldf16 #sdt16 #shoreditchdesigntriangle
BGFGRdsw89o,l_d_f_official,British artist Tom Ellis will present a newly commissioned series of works at the Wallace Collection during this year’s Festival in September.@tomellisartist@wallacemuseum#Art#Furniture#London#Design#Festival#LDF16,2016-05-31T17:15:38.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c63.0.667.667/13277611_1560459740915077_1636524098_n.jpg?ig_cache_key=MTI2MjQ0Mjg1ODk0NzAwNjMxMg%3D%3D.2.c,396,@tomellisartist @wallacemuseum #art #furniture #london #design #festival #ldf16
BGE9mimTf5P,amelia_graham_print,Amelia Graham cotton printed cushions,2016-05-31T15:59:52.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13108940_1179655075419778_1802856104_n.jpg?ig_cache_key=MTI2MjQwNDcyNDg5Nzc0MjQxNQ%3D%3D.2,120,
BGE863Lk6qq,thedesignjunction,Discover Hagit Pincovici's#contemporary #uniqueand#handmadepieces of furniture at#djKX22-25 September  London. For more information visit www.thedesignjunction.co.uk. Pictured is the Hagit Pincovici Grace dining table from the Eclipse collection.#immersedindesign#LDF16#design#furnituredesign#marble#brass#diningtable#homeinspo,2016-05-31T15:53:54.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c101.0.635.635/13277779_1698509590411644_646970074_n.jpg?ig_cache_key=MTI2MjQwMTcyMzM0MDkyNTYxMA%3D%3D.2.c,343,#contemporary #unique #handmade #djkx #immersedindesign #ldf16 #design #furnituredesign #marble #brass #diningtable #homeinspo
BGEUE9Xy0Cm,ldndesignfair,@bendgoodsis a Los Angeles based design and manufacturing company with imagery from another planet!#desertphotoshoot#LDNdesignfair#tentlondon16#LDF16#furnituredesign#metalfurniture#bendgoods#LAdesignstudio#BendGoods#originaldesign,2016-05-31T09:57:01.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.103.1080.1080/13266926_887831911339759_95426674_n.jpg?ig_cache_key=MTI2MjIyMjA5NzI3NjE1ODExOA%3D%3D.2.c,119,@bendgoods #desertphotoshoot #ldndesignfair #tentlondon16 #ldf16 #furnituredesign #metalfurniture #bendgoods #ladesignstudio #bendgoods #originaldesign
BGCNNbvm82Z,artsthread,#Repost@l_d_f_officialAtelier Bow-Wow’s design is inspired by Japanese driving ranges  where people can practice their swing even in dense urban environments  and the battle of Trafalgar Square. Using ships masts golfers hit the ball against suspended netting resembling sails of a boat.Help make this design a reality! Back the Kickstarter via the link in@l_d_f_officialbio.@kickstarter#AtelierBowWow#VisionaryGolf#Kickstarter#London#Design#Festival#MiniGolf#Crowdfunding#LDF16,2016-05-30T14:18:31.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13277589_137320736676893_718122978_n.jpg?ig_cache_key=MTI2MTYyODk0MzM2NDc3MTIyNQ%3D%3D.2,38,#repost @l_d_f_official @l_d_f_official @kickstarter #atelierbowwow #visionarygolf #kickstarter #london #design #festival #minigolf #crowdfunding #ldf16
